Date,Tenant,Industry_Type,Number_of_Floors,Number_of_Employees,Day_of_Week,Acquired_Area,Base_Electricity_Reading,Electricity_Reading,Month
2017-06-24,Alcatel Lucent Technologies,Telecommunications,5,0,5,290068.3522488535,0.0,2.7230169728760205,6
2017-06-25,Northern Operation Services,Outsourcing,5,0,6,90706.62617261536,0.0,3.0921545227926703,6
2017-06-26,Data Craft India,Consulting,7,135,0,16705.69527864351,34.203205778033954,65.22964549291338,6
2017-06-27,Data Craft India,Consulting,4,306,1,16705.69527864351,89.03451511499266,184.71331853154499,6
2017-06-28,Nokia Siemens Network India,Technology,2,454,2,94389.6278951662,114.34244024039663,231.24738898494462,6
2017-06-29,TP Vision,Software,1,394,3,311951.2495387996,169.10151398718335,340.96411721876325,6
2017-06-30,Northern Operation Services,Outsourcing,6,95,4,90706.62617261536,81.34568590038533,153.8139185854059,6
2017-07-01,Alcatel Lucent Technologies,Telecommunications,2,0,5,290068.3522488535,0.0,0.0,7
2017-07-02,Fidelity,Finance,2,0,6,266099.3903756254,0.0,1.6060343892152151,7
2017-07-03,Cognizant,IT Services,6,316,0,98532.73588121487,72.58335680329085,109.18256012800457,7
2017-07-04,Stylus Commercial Services,IT Services,5,448,1,336825.669668257,208.87927362458026,313.719718031707,7
2017-07-05,Monsanto Holdings,Telecommunications,6,313,2,386333.2702978652,127.97319552942523,187.59457828193882,7
2017-07-06,Colt Technologies,Technology,10,430,3,470980.6193328473,189.91360835562924,288.2296141697012,7
2017-07-07,Nvidia Graphics,Semiconductors,5,169,4,31350.27225087647,102.3005384310624,153.57874192868437,7
2017-07-08,Monsanto Holdings,Telecommunications,7,0,5,386333.2702978652,0.0,0.0,7
2017-07-09,Data Craft India,Consulting,4,0,6,16705.69527864351,0.0,4.505850659084131,7
2017-07-10,Mavenir,Biotechnology,1,180,0,287955.1965214351,43.49684112867638,69.07077884138987,7
2017-07-11,Cerner Health Care Solutions,Healthcare,9,299,1,297737.37737389834,192.66038527434435,295.6422331703298,7
2017-07-12,Mavenir,Biotechnology,4,79,2,287955.1965214351,80.51236153658438,113.94388950575548,7
2017-07-13,Justdial,Electronics,3,106,3,28154.41451350742,60.561410200906295,89.93878616741941,7
2017-07-14,Northern Operation Services,Outsourcing,7,350,4,90706.62617261536,159.7907768483832,239.0689102344734,7
2017-07-15,L and T,Manufacturing,5,0,5,380607.76996919076,0.0,2.765511327552504,7
2017-07-16,Cognizant,IT Services,10,0,6,98532.73588121487,0.0,0.0,7
2017-07-17,Nokia Siemens Network India,Technology,1,496,0,94389.6278951662,58.93450003040406,90.08543872283445,7
2017-07-18,Northern Operation Services,Outsourcing,1,485,1,90706.62617261536,104.31096309737549,158.41489482033955,7
2017-07-19,Cerner Health Care Solutions,Healthcare,8,409,2,297737.37737389834,216.99816918917625,323.90722333010274,7
2017-07-20,Alcatel Lucent Technologies,Telecommunications,9,218,3,290068.3522488535,114.68521648022437,170.71679545638986,7
2017-07-21,TCS,Telecommunications,10,275,4,363434.6900430807,205.5880052476953,312.38904022437237,7
2017-07-22,Data Craft India,Consulting,8,0,5,16705.69527864351,0.0,0.0,7
2017-07-23,Netscout System Software,Software,4,0,6,484544.04893449426,0.0,1.0550196934827947,7
2017-07-24,IBM,Engineering,6,354,0,29641.598150655183,81.70541708819995,115.82301613053802,7
2017-07-25,Jurimatrix,Consulting,9,280,1,226349.06235300525,132.83091923540258,210.18091501638435,7
2017-07-26,Andritz,Engineering,4,186,2,105823.38138647184,106.74560886344658,151.30178155223174,7
2017-07-27,Monsanto Holdings,Telecommunications,2,236,3,386333.2702978652,93.4526112824572,131.9060624115774,7
2017-07-28,Colt Technologies,Technology,10,479,4,470980.6193328473,298.4333497714785,453.7480584669201,7
2017-07-29,Novell,Software,10,0,5,154033.50645799877,0.0,0.0,7
2017-07-30,L and T,Manufacturing,1,0,6,380607.76996919076,0.0,0.0,7
2017-07-31,Target Operation,Consulting,6,429,0,82255.70289564463,66.62532051791239,95.71712242107596,7
2017-08-01,Novell,Software,6,114,1,154033.50645799877,100.29372860657395,154.26845493279384,8
2017-08-02,Target Operation,Consulting,10,433,2,82255.70289564463,155.59775322465993,238.5691041402798,8
2017-08-03,TP Vision,Software,10,394,3,311951.2495387996,235.27447681908728,352.9226172947699,8
2017-08-04,Andritz,Engineering,8,147,4,105823.38138647184,187.87747734669654,276.3931328386672,8
2017-08-05,Alcatel Lucent Technologies,Telecommunications,4,0,5,290068.3522488535,0.0,0.0,8
2017-08-06,Colt Technologies,Technology,8,0,6,470980.6193328473,0.0,4.282450327184048,8
2017-08-07,Monsanto Holdings,Telecommunications,8,116,0,386333.2702978652,49.65177888249708,81.75082417508285,8
2017-08-08,Stylus Commercial Services,IT Services,8,352,1,336825.669668257,202.9629142900436,305.03817907547227,8
2017-08-09,TP Vision,Software,2,71,2,311951.2495387996,81.45910099203942,132.5081758058653,8
2017-08-10,Cerner Health Care Solutions,Healthcare,10,363,3,297737.37737389834,218.14347666752127,326.9524739275618,8
2017-08-11,Novell,Software,7,416,4,154033.50645799877,293.0438205327918,433.92671000071886,8
2017-08-12,Stylus Commercial Services,IT Services,2,0,5,336825.669668257,0.0,3.876536511383513,8
2017-08-13,Fidelity,Finance,2,0,6,266099.3903756254,0.0,0.0,8
2017-08-14,Nokia Siemens Network India,Technology,9,294,0,94389.6278951662,58.72705533508573,94.25287956581121,8
2017-08-15,Software Software Software,Travel,1,390,1,132242.80313614343,94.29120322048257,140.91183643216644,8
2017-08-16,Philips,Technology,9,412,2,67038.4916708522,139.0956606574023,213.39689455089052,8
2017-08-17,TP Vision,Software,7,280,3,311951.2495387996,179.68918804028795,266.2242404127056,8
2017-08-18,Colt Technologies,Technology,1,311,4,470980.6193328473,176.83098084694808,266.20344214639374,8
2017-08-19,Nokia Siemens Network India,Technology,5,0,5,94389.6278951662,0.0,4.706273323626488,8
2017-08-20,Justdial,Electronics,2,0,6,28154.41451350742,0.0,2.0470215438258523,8
2017-08-21,Fidelity,Finance,10,251,0,266099.3903756254,77.5220007987432,114.94095640117305,8
2017-08-22,Northern Operation Services,Outsourcing,3,54,1,90706.62617261536,32.748453243538236,49.36157318262818,8
2017-08-23,Netscout System Software,Software,9,459,2,484544.04893449426,272.4185077657937,404.7953105253142,8
2017-08-24,Novell,Software,1,277,3,154033.50645799877,111.46960677373997,155.74844205572097,8
2017-08-25,Data Craft India,Consulting,2,312,4,16705.69527864351,118.70005211680622,170.26736807525205,8
2017-08-26,Colt Technologies,Technology,5,0,5,470980.6193328473,0.0,0.0,8
2017-08-27,Colt Technologies,Technology,1,0,6,470980.6193328473,0.0,6.971220849810461,8
2017-08-28,Andritz,Engineering,6,496,0,105823.38138647184,110.0666575004037,176.2623643988461,8
2017-08-29,Netscout System Software,Software,7,428,1,484544.04893449426,248.59624114630827,374.39423246580446,8
2017-08-30,Cognizant,IT Services,9,175,2,98532.73588121487,126.57244141232361,186.4078908993848,8
2017-08-31,Northern Operation Services,Outsourcing,4,398,3,90706.62617261536,102.05702577914441,152.44448334358472,8
2017-09-01,Novell,Software,8,185,4,154033.50645799877,202.67628597926694,180.45088038204827,9
2017-09-02,Cerner Health Care Solutions,Healthcare,7,0,5,297737.37737389834,0.0,0.5667920500288846,9
2017-09-03,Monsanto Holdings,Telecommunications,6,0,6,386333.2702978652,0.0,2.0429977417596907,9
2017-09-04,Nokia Siemens Network India,Technology,2,463,0,94389.6278951662,58.10472124913077,50.836498114207856,9
2017-09-05,Fidelity,Finance,7,176,1,266099.3903756254,118.36454190192723,105.4509791425466,9
2017-09-06,Nokia Siemens Network India,Technology,8,247,2,94389.6278951662,102.51809260725216,88.37350671694149,9
2017-09-07,Target Operation,Consulting,5,302,3,82255.70289564463,100.58947706752727,86.10920104563347,9
2017-09-08,TCS,Telecommunications,5,395,4,363434.6900430807,204.13347744605042,188.18792209496814,9
2017-09-09,Nokia Siemens Network India,Technology,8,0,5,94389.6278951662,0.0,0.0,9
2017-09-10,Stylus Commercial Services,IT Services,7,0,6,336825.669668257,0.0,3.1286622266014557,9
2017-09-11,Data Craft India,Consulting,1,189,0,16705.69527864351,23.889153998571587,18.370343826692096,9
2017-09-12,TCS,Telecommunications,4,333,1,363434.6900430807,119.88927625360792,109.03120384895153,9
2017-09-13,Andritz,Engineering,6,328,2,105823.38138647184,167.2190521367057,147.708338873685,9
2017-09-14,ANZ,Finance,2,243,3,235720.71443058396,100.46757275320901,87.24448631756144,9
2017-09-15,Mavenir,Biotechnology,8,106,4,287955.1965214351,167.31243094907202,150.74696158202184,9
2017-09-16,Stylus Commercial Services,IT Services,5,0,5,336825.669668257,0.0,0.0,9
2017-09-17,Target Operation,Consulting,2,0,6,82255.70289564463,0.0,0.6699755090597763,9
2017-09-18,Fidelity,Finance,4,114,0,266099.3903756254,42.43198435665825,41.940459869761355,9
2017-09-19,L and T,Manufacturing,9,290,1,380607.76996919076,231.1462516101135,209.992215681533,9
2017-09-20,Nvidia Graphics,Semiconductors,8,115,2,31350.27225087647,73.23622865940538,59.0957244441454,9
2017-09-21,Philips,Technology,8,293,3,67038.4916708522,109.22362453156364,100.30573192590475,9
2017-09-22,Cerner Health Care Solutions,Healthcare,2,309,4,297737.37737389834,216.9005707847729,202.42460875454216,9
2017-09-23,Stylus Commercial Services,IT Services,4,0,5,336825.669668257,0.0,0.0,9
2017-09-24,Stylus Commercial Services,IT Services,5,0,6,336825.669668257,0.0,0.9481556555485936,9
2017-09-25,Cerner Health Care Solutions,Healthcare,8,80,0,297737.37737389834,61.398314547648724,59.19502377562234,9
2017-09-26,Via.com,Software,10,206,1,30517.733222274303,138.5982020642843,119.08675459578386,9
2017-09-27,Alcatel Lucent Technologies,Telecommunications,6,476,2,290068.3522488535,150.3759900236998,132.03949325554805,9
2017-09-28,Novell,Software,10,84,3,154033.50645799877,120.88087259872185,106.64450952777788,9
2017-09-29,Jurimatrix,Consulting,8,495,4,226349.06235300525,259.02422401123454,240.09524121066306,9
2017-09-30,Monsanto Holdings,Telecommunications,9,0,5,386333.2702978652,0.0,5.596235323421005,9
2017-10-01,Jurimatrix,Consulting,8,0,6,226349.06235300525,0.0,7.4114938624781415,10
2017-10-02,Alcatel Lucent Technologies,Telecommunications,2,50,0,290068.3522488535,23.894697514942592,23.505681497436296,10
2017-10-03,Software Software Software,Travel,1,153,1,132242.80313614343,47.843435379723594,42.02114471725325,10
2017-10-04,IBM,Engineering,1,142,2,29641.598150655183,57.267342597814924,48.776271256651036,10
2017-10-05,Stylus Commercial Services,IT Services,8,143,3,336825.669668257,144.08105234155965,125.64033577620341,10
2017-10-06,Netscout System Software,Software,4,281,4,484544.04893449426,273.4153213946086,238.39142196758266,10
2017-10-07,Target Operation,Consulting,9,0,5,82255.70289564463,0.0,0.0,10
2017-10-08,Nokia Siemens Network India,Technology,10,0,6,94389.6278951662,0.0,4.247120435057248,10
2017-10-09,Philips,Technology,7,411,0,67038.4916708522,64.2579905980839,56.66428896855909,10
2017-10-10,Target Operation,Consulting,2,323,1,82255.70289564463,88.9861688156321,73.33516955071084,10
2017-10-11,Jurimatrix,Consulting,8,133,2,226349.06235300525,95.87223369232909,75.66448834409597,10
2017-10-12,Cerner Health Care Solutions,Healthcare,9,233,3,297737.37737389834,173.76281188165132,161.1611348021211,10
2017-10-13,Novell,Software,6,267,4,154033.50645799877,216.7139612497174,197.6894568040164,10
2017-10-14,Novell,Software,6,0,5,154033.50645799877,0.0,0.0,10
2017-10-15,Netscout System Software,Software,9,0,6,484544.04893449426,0.0,8.243934983555835,10
2017-10-16,Northern Operation Services,Outsourcing,6,152,0,90706.62617261536,32.62135812401826,26.22915312627895,10
2017-10-17,Stylus Commercial Services,IT Services,2,190,1,336825.669668257,115.06271846264175,102.59999317377549,10
2017-10-18,Northern Operation Services,Outsourcing,8,205,2,90706.62617261536,84.58901156285341,77.43909536792013,10
2017-10-19,Cerner Health Care Solutions,Healthcare,10,412,3,297737.37737389834,232.1734932772479,213.83961142815392,10
2017-10-20,Andritz,Engineering,3,185,4,105823.38138647184,147.0051024960679,125.17068915591122,10
2017-10-21,Cerner Health Care Solutions,Healthcare,7,0,5,297737.37737389834,0.0,0.0,10
2017-10-22,TCS,Telecommunications,10,0,6,363434.6900430807,0.0,0.0,10
2017-10-23,Northern Operation Services,Outsourcing,8,443,0,90706.62617261536,64.64605085388507,51.02804936870246,10
2017-10-24,Cognizant,IT Services,5,99,1,98532.73588121487,76.98771556096874,75.40861222629769,10
2017-10-25,TP Vision,Software,5,443,2,311951.2495387996,212.9227204847553,192.41750715078408,10
2017-10-26,Justdial,Electronics,5,354,3,28154.41451350742,153.07503849022692,137.39210387148626,10
2017-10-27,Colt Technologies,Technology,3,173,4,470980.6193328473,149.60195167300742,129.4610978851261,10
2017-10-28,Cerner Health Care Solutions,Healthcare,6,0,5,297737.37737389834,0.0,0.0,10
2017-10-29,Northern Operation Services,Outsourcing,10,0,6,90706.62617261536,0.0,3.1863363353737033,10
2017-10-30,Fidelity,Finance,10,229,0,266099.3903756254,74.83217375440219,62.23767000883299,10
2017-10-31,Jurimatrix,Consulting,2,99,1,226349.06235300525,56.33503520439,55.906620053247785,10
2017-11-01,Data Craft India,Consulting,5,222,2,16705.69527864351,76.3568264694035,138.99701123055277,11
2017-11-02,ANZ,Finance,1,407,3,235720.71443058396,134.45720540442719,241.45041211198708,11
2017-11-03,Nvidia Graphics,Semiconductors,2,58,4,31350.27225087647,40.855824508437074,74.43419681033373,11
2017-11-04,Nokia Siemens Network India,Technology,4,0,5,94389.6278951662,0.0,0.0,11
2017-11-05,Fidelity,Finance,7,0,6,266099.3903756254,0.0,2.6545871320447274,11
2017-11-06,Nokia Siemens Network India,Technology,3,429,0,94389.6278951662,57.17122012019831,108.93608307363726,11
2017-11-07,ANZ,Finance,5,331,1,235720.71443058396,140.32591895571665,252.3101455779021,11
2017-11-08,Data Craft India,Consulting,7,59,2,16705.69527864351,52.075829571919165,89.61716987986759,11
2017-11-09,Fidelity,Finance,6,316,3,266099.3903756254,146.48546100185592,261.9555768575612,11
2017-11-10,Nokia Siemens Network India,Technology,1,428,4,94389.6278951662,154.77067251855183,275.09122144982103,11
2017-11-11,Monsanto Holdings,Telecommunications,8,0,5,386333.2702978652,0.0,0.0,11
2017-11-12,Data Craft India,Consulting,7,0,6,16705.69527864351,0.0,5.792386476653041,11
2017-11-13,Andritz,Engineering,8,266,0,105823.38138647184,81.7197309660635,145.66916781729734,11
2017-11-14,Philips,Technology,1,264,1,67038.4916708522,66.9049066866256,122.23458628595522,11
2017-11-15,Via.com,Software,2,56,2,30517.733222274303,35.6624821035448,61.132843726159756,11
2017-11-16,Novell,Software,4,365,3,154033.50645799877,159.4082420697415,283.82165074583196,11
2017-11-17,Target Operation,Consulting,3,446,4,82255.70289564463,180.16495806222719,319.0430721107953,11
2017-11-18,Fidelity,Finance,2,0,5,266099.3903756254,0.0,0.0,11
2017-11-19,Nokia Siemens Network India,Technology,5,0,6,94389.6278951662,0.0,0.07238784878834553,11
2017-11-20,Target Operation,Consulting,2,332,0,82255.70289564463,45.46002676214064,74.85287641239867,11
2017-11-21,Cognizant,IT Services,7,330,1,98532.73588121487,156.15423808500694,280.00921440888965,11
2017-11-22,Novell,Software,5,359,2,154033.50645799877,164.9961811533245,301.46419127964793,11
2017-11-23,Mavenir,Biotechnology,5,353,3,287955.1965214351,155.04754982542073,274.96447710968266,11
2017-11-24,Alcatel Lucent Technologies,Telecommunications,4,347,4,290068.3522488535,172.22603373937824,312.5612582984421,11
2017-11-25,Andritz,Engineering,3,0,5,105823.38138647184,0.0,1.3342978085580293,11
2017-11-26,Nokia Siemens Network India,Technology,6,0,6,94389.6278951662,0.0,0.13845911561343346,11
2017-11-27,Target Operation,Consulting,10,266,0,82255.70289564463,59.856724037640205,108.53517040399063,11
2017-11-28,Colt Technologies,Technology,4,125,1,470980.6193328473,95.52627198579188,174.71066290468437,11
2017-11-29,Justdial,Electronics,6,268,2,28154.41451350742,134.13768504845322,243.8758605402731,11
2017-11-30,Justdial,Electronics,2,87,3,28154.41451350742,46.90167984946298,85.8359402502313,11
2017-12-01,Northern Operation Services,Outsourcing,2,144,4,90706.62617261536,67.05747290628574,117.13116373676716,12
2017-12-02,Nokia Siemens Network India,Technology,2,0,5,94389.6278951662,0.0,2.1027718104350965,12
2017-12-03,Colt Technologies,Technology,4,0,6,470980.6193328473,0.0,0.0,12
2017-12-04,Fidelity,Finance,5,377,0,266099.3903756254,77.64426566439506,141.83329520133702,12
2017-12-05,TP Vision,Software,1,443,1,311951.2495387996,183.51251478168686,337.8749358237834,12
2017-12-06,Monsanto Holdings,Telecommunications,6,376,2,386333.2702978652,140.26018314275282,254.4706829260328,12
2017-12-07,Data Craft India,Consulting,6,443,3,16705.69527864351,129.21634183914816,234.13342694772777,12
2017-12-08,TCS,Telecommunications,5,118,4,363434.6900430807,123.55263723492492,217.6576809943173,12
2017-12-09,TP Vision,Software,2,0,5,311951.2495387996,0.0,1.202344233875454,12
2017-12-10,Target Operation,Consulting,8,0,6,82255.70289564463,0.0,1.3023302741779341,12
2017-12-11,Via.com,Software,6,236,0,30517.733222274303,59.0055290360682,101.9616214566916,12
2017-12-12,Netscout System Software,Software,6,182,1,484544.04893449426,168.89458369099282,299.91922814034695,12
2017-12-13,Andritz,Engineering,9,416,2,105823.38138647184,218.5584857488996,391.21302224554813,12
2017-12-14,Philips,Technology,2,163,3,67038.4916708522,51.13910984243296,92.94718850788652,12
2017-12-15,Fidelity,Finance,2,234,4,266099.3903756254,152.1131045411541,263.39817086550994,12
2017-12-16,Jurimatrix,Consulting,5,0,5,226349.06235300525,0.0,0.0,12
2017-12-17,Jurimatrix,Consulting,7,0,6,226349.06235300525,0.0,2.658829168291385,12
